month,date,vol,vol_unadj,age_group
142,2011-11,2154014724.74148,1419802653,Age 45-64
142,2011-11,3674812880.37334,2706339444,Age 30-44
142,2011-11,5754186460.76414,3597505280,Younger than 30
142,2011-11,96476030.7063428,62721608,Age 65 and older
143,2011-12,1758969556.52464,899620632,Age 45-64
143,2011-12,3633713575.43004,2310779940,Age 30-44
143,2011-12,5502256286.91317,3025791264,Younger than 30
143,2011-12,98622620.8874529,62376504,Age 65 and older
144,2012-01,1895385690.42572,1510545148,Age 45-64
144,2012-01,3520080050.92348,3275602352,Age 30-44
144,2012-01,5495275711.23849,4285619880,Younger than 30
144,2012-01,87421173.5943125,74032752,Age 65 and older
145,2012-02,101019444.422706,60584632,Age 65 and older
145,2012-02,1991531357.91533,1235880656,Age 45-64
145,2012-02,3335418014.33459,2688487040,Age 30-44
145,2012-02,5055628399.50023,2728995220,Younger than 30
146,2012-03,1928873272.56563,1137043344,Age 45-64
146,2012-03,3747311627.03051,2933756880,Age 30-44
146,2012-03,5493092314.87903,2291020320,Younger than 30
146,2012-03,61495419.0269348,45828696,Age 65 and older
147,2012-04,100640483.195381,63013344,Age 65 and older
147,2012-04,2068097515.09883,1177921768,Age 45-64
147,2012-04,3737840579.13781,2710000032,Age 30-44
147,2012-04,5446025068.39021,2146199824,Younger than 30
148,2012-05,111949353.856137,87628736,Age 65 and older
148,2012-05,2284205013.39312,1591479288,Age 45-64
148,2012-05,4467308098.63158,3994429744,Age 30-44
148,2012-05,5729574988.08101,3634163993,Younger than 30
149,2012-06,100472312.013723,74047392,Age 65 and older
149,2012-06,2556524733.32434,1726321104,Age 45-64
149,2012-06,4935799620.89917,4391179872,Age 30-44
149,2012-06,6542800273.24203,4069159752,Younger than 30
150,2012-07,138893706.140283,137201840,Age 65 and older
150,2012-07,2932880224.51712,2393293960,Age 45-64
150,2012-07,5806659869.20605,5528027180,Age 30-44
150,2012-07,6257415404.16318,4991732176,Younger than 30
151,2012-08,109520829.147989,271386112,Age 65 and older
151,2012-08,2205072169.65856,6568972684,Age 45-64
151,2012-08,4091009265.25477,8295285808,Age 30-44
151,2012-08,5456014190.68813,20014487936,Younger than 30
152,2012-09,2158418977.52684,4506371208,Age 45-64
152,2012-09,4172346489.91601,6661223184,Age 30-44
152,2012-09,5266928065.2257,11090363176,Younger than 30
152,2012-09,93805535.549306,187539624,Age 65 and older
153,2012-10,2334620887.3799,2355300520,Age 45-64
153,2012-10,4043416465.75904,4257498188,Age 30-44
153,2012-10,5577783245.61831,5364568960,Younger than 30
153,2012-10,98034967.419811,84173928,Age 65 and older
154,2012-11,1944036943.17224,1284152424,Age 45-64
154,2012-11,3570277398.39698,2612999904,Age 30-44
154,2012-11,5053601316.00528,3080211204,Younger than 30
154,2012-11,75484871.346316,49575264,Age 65 and older
155,2012-12,1910916798.22614,969428736,Age 45-64
155,2012-12,3604184563.55391,2247377016,Age 30-44
155,2012-12,5218241142.79811,2802507072,Younger than 30
155,2012-12,89294534.9095127,55987344,Age 65 and older
156,2013-01,104261647.967719,93957920,Age 65 and older
156,2013-01,2020960588.99477,1667268288,Age 45-64
156,2013-01,3677859601.00717,3500014448,Age 30-44
156,2013-01,5016535108.369,3962021464,Younger than 30
157,2013-02,1740100740.89708,1039791072,Age 45-64
157,2013-02,3735520359.98763,2888243624,Age 30-44
157,2013-02,5397265409.9219,2696475728,Younger than 30
157,2013-02,94151593.1872415,56508040,Age 65 and older
158,2013-03,103674411.523476,77793384,Age 65 and older
158,2013-03,1798913980.67578,1040153148,Age 45-64
158,2013-03,3364424821.43063,2619365904,Age 30-44
158,2013-03,4657065225.91885,1809953496,Younger than 30
159,2013-04,1653270042.88827,982077604,Age 45-64
159,2013-04,3109920428.55442,2347023160,Age 30-44
159,2013-04,4567703305.84787,1815225904,Younger than 30
159,2013-04,60746079.9058244,40691464,Age 65 and older
160,2013-05,1710428969.99855,1219506144,Age 45-64
160,2013-05,3231466104.07384,2908963416,Age 30-44
160,2013-05,4552054878.9346,2861125056,Younger than 30
160,2013-05,82011202.5004346,62436256,Age 65 and older
161,2013-06,1637532048.70564,1074611784,Age 45-64
161,2013-06,2975625414.2694,2559796920,Age 30-44
161,2013-06,4493702753.09189,2633282088,Younger than 30
161,2013-06,92031367.5310129,67344600,Age 65 and older
162,2013-07,1644030285.88237,1399222316,Age 45-64
162,2013-07,2907387813.39103,2840312188,Age 30-44
162,2013-07,4206171404.51765,3497877720,Younger than 30
162,2013-07,81066257.639931,83544200,Age 65 and older
163,2013-08,1898897924.07012,5427443788,Age 45-64
163,2013-08,3332273658.69825,6466484708,Age 30-44
163,2013-08,4730132862.16523,17085480500,Younger than 30
163,2013-08,99706384.420251,244327112,Age 65 and older
164,2013-09,105751378.189907,202912872,Age 65 and older
164,2013-09,1893474811.30077,4008603204,Age 45-64
164,2013-09,3442736006.71011,5656661080,Age 30-44
164,2013-09,4705628366.28935,10401848812,Younger than 30
165,2013-10,102863675.389764,85648352,Age 65 and older
165,2013-10,1825988886.97606,1804427744,Age 45-64
165,2013-10,3294961117.56182,3431634432,Age 30-44
165,2013-10,4427475253.6337,4120353284,Younger than 30
166,2013-11,120333230.218509,79560248,Age 65 and older
166,2013-11,2008601718.94775,1269074872,Age 45-64
166,2013-11,3531404884.82795,2483208888,Age 30-44
166,2013-11,4672596952.1737,2687591160,Younger than 30
167,2013-12,2040884951.8351,1135681248,Age 45-64
167,2013-12,3288257632.92589,2178185280,Age 30-44
167,2013-12,3515055358.05774,2001872688,Younger than 30
167,2013-12,66657625.441619,41894136,Age 65 and older
168,2014-01,103979501.363658,99389328,Age 65 and older
168,2014-01,1887309189.44465,1575644984,Age 45-64
168,2014-01,3219931961.04953,3068829720,Age 30-44
168,2014-01,4067178524.80685,3117458944,Younger than 30
169,2014-02,2062417390.97366,1253715480,Age 45-64
169,2014-02,3434537429.89525,2677061096,Age 30-44
169,2014-02,4405123774.35927,2121234744,Younger than 30
169,2014-02,96466378.4708377,59716568,Age 65 and older
170,2014-03,115089246.154359,87571416,Age 65 and older
170,2014-03,2348126037.00777,1403157960,Age 45-64
170,2014-03,3480478354.6517,2789029752,Age 30-44
170,2014-03,4831893054.44511,1869092688,Younger than 30
171,2014-04,139077933.350918,97801872,Age 65 and older
171,2014-04,2058415869.89354,1239344512,Age 45-64
171,2014-04,4040126146.18674,3080890688,Age 30-44
171,2014-04,4838455766.54368,1895396056,Younger than 30
172,2014-05,1728846055.8754,1208893536,Age 45-64
172,2014-05,3188645997.93156,2794805240,Age 30-44
172,2014-05,4706322160.26243,2795081228,Younger than 30
172,2014-05,99693996.7129517,74678344,Age 65 and older
173,2014-06,128973837.44414,93175896,Age 65 and older
173,2014-06,1982154047.6145,1367833668,Age 45-64
173,2014-06,3371064213.68024,3001102416,Age 30-44
173,2014-06,4598891059.23754,2774068632,Younger than 30
174,2014-07,140146717.645021,148258512,Age 65 and older
